stop_id,stop_name,stop_lat,stop_lon,location_type,stop_code,zone_id
14724,Grand River / Fifteenth (EB),42.3476023,-83.0869174,0,14724,standard
14725,Hancock / Grand River (EB),42.3480266,-83.0869925,0,14725,standard
14726,Grand River / Hancock NS (WB),42.3478878,-83.0869603,0,14726,standard
14727,Second / Martin Luther King Jr (NB),42.3451581,-83.0629599,0,14727,standard
14728,Second / Selden (SB),42.34719,-83.0644405,0,14728,standard
14729,Second / Selden (NB),42.3476341,-83.0643654,0,14729,standard
14730,Second / Alexandrine (SB),42.3485677,-83.0652022,0,14730,standard
14731,Second / Alexandrine (NB),42.3489463,-83.0651298,0,14731,standard
14732,Second / Canfield (SB),42.350774,-83.066479,0,14732,standard
14733,Canfield / Second (EB),42.3510555,-83.0661517,0,14733,standard
14734,Second / Canfield (NB),42.3513409,-83.0665058,0,14734,standard
14735,Warren / Second (EB),42.3552141,-83.0685335,0,14735,standard
14736,Warren / Second (WB),42.3553687,-83.0692631,0,14736,standard
14737,Second / Warren (SB),42.3550238,-83.0688822,0,14737,standard
14738,Schoenherr / Hall Road (NB),42.6278294,-82.9928577,0,14738,standard
14739,Schoenherr / Twenty-One Mile (SB),42.6409477,-82.9936677,0,14739,standard
14740,Schoenherr / Twenty-One Mile (NB),42.6415554,-82.9933834,0,14740,standard
14741,Schoenherr / Twenty-Two Mile (SB),42.6554086,-82.9942685,0,14741,standard
14742,Schoenherr / Twenty-Two Mile (NB),42.656028,-82.9939789,0,14742,standard
14743,Schoenherr / Twenty-Three Mile (SB),42.6700161,-82.994805,0,14743,standard
14744,Van Dyke / Twenty-Three Mile (NB),42.6699214,-83.0337024,0,14744,standard
14745,Van Dyke / Twenty-Four Mile (SB),42.6839103,-83.0345714,0,14745,standard
14746,Liberty / Division (WB),42.2795156,-83.7442464,0,14746,standard
14747,Mack / Chrysler NS (EB),42.3507244,-83.0489963,0,14747,standard
14748,Canfield / Cass (WB),42.351773,-83.0645183,0,14748,standard
14749,Second / Forest (NB),42.3532062,-83.0675679,0,14749,standard
14750,Second / Forest (SB),42.3528434,-83.0676457,0,14750,standard
14751,Oakland CC Quakertown Circle,42.4925148,-83.3728999,0,14751,orchardridge
14752,Oakland CC Farmington Circle,42.4930349,-83.3684313,0,14752,orchardridge
14753,Macomb Community College Park & Ride,42.507894,-82.9773854,0,14753,standard
14412,Vreeland / Telegraph (WB),42.1091158,-83.2857764,0,14412,standard
14394,Flat Rock Meijer,42.1095496,-83.2882816,0,14394,standard
14396,Telegraph / Moses (SB),42.0992812,-83.2919133,0,14396,standard
14395,Telegraph / Leonard (SB),42.1051559,-83.2880616,0,14395,standard
14411,Telegraph / Leonard (NB),42.105522,-83.2874876,0,14411,standard
14410,Telegraph / Moses (NB),42.0994086,-83.2914627,0,14410,standard
14397,Gibraltar / Division (EB),42.0949465,-83.2897836,0,14397,standard
14409,Gibraltar / Division (WB),42.0952888,-83.2899284,0,14409,standard
14398,Gibraltar / Sheeks (EB),42.0943494,-83.2853794,0,14398,standard
14408,Gibraltar / Sheeks (WB),42.0945245,-83.2858837,0,14408,standard
14407,Gibraltar / Evergreen (WB),42.0945723,-83.2825255,0,14407,standard
14399,Gibraltar / Evergreen (EB),42.0943932,-83.2819998,0,14399,standard
14406,Gibraltar / Aspen (WB),42.0946201,-83.2776225,0,14406,standard
14400,Gibraltar / Aspen (EB),42.0944608,-83.2769144,0,14400,standard
14405,Gibraltar / Baker (WB),42.0947395,-83.2707667,0,14405,standard
14401,Gibraltar / Baker NS (EB),42.0945325,-83.2714212,0,14401,standard
14402,Gibraltar / Cambridge (EB),42.0946957,-83.2604778,0,14402,standard
14404,Gibraltar / New Hall (WB),42.0949186,-83.2603598,0,14404,standard
14403,Eureka / Pardee (EB),42.1976777,-83.2576454,0,14403,standard
14075,Southland Mall Park & Ride,42.1989315,-83.2515299,0,14075,standard
13971,Eight Mile / Grand River NS (WB),42.4422474,-83.3190733,0,13971,standard
14273,Tienken / Pine (EB),42.6955383,-83.1376326,0,14273,standard
14272,Tienken / Winry (EB),42.6954634,-83.1418437,0,14272,standard
14271,Tienken / Oakbrook (EB),42.6953885,-83.1444722,0,14271,standard
14270,Tienken / Paint Creek Trail (EB),42.6953057,-83.1476587,0,14270,standard
14269,Tienken / Canyon Creek NS (EB),42.6952505,-83.1503087,0,14269,standard
14268,Tienken / Livernois (EB),42.6950888,-83.1532377,0,14268,standard
14267,Tienken / Walnut Grove (EB),42.695073,-83.1577063,0,14267,standard
14266,Tienken / Allston (EB),42.6949863,-83.1611127,0,14266,standard
14265,Tienken / Bridgestone NS (EB),42.6949035,-83.1643581,0,14265,standard
14264,Tienken / Ironstone (EB),42.6948128,-83.1679845,0,14264,standard
14263,Tienken / Augusta (EB),42.6945842,-83.1754839,0,14263,standard
14262,Tienken / Langley (EB),42.6944895,-83.1794375,0,14262,standard
14261,Tienken / Brewster (EB),42.6943988,-83.183654,0,14261,standard
14260,Tienken / Telluride NS (EB),42.6942372,-83.1901717,0,14260,standard
14259,Tienken / Adams (EB),42.6941504,-83.1942004,0,14259,standard
14258,Adams / Mohawk (SB),42.6964885,-83.1948549,0,14258,standard
14257,Adams / Potomac (SB),42.6999973,-83.1949997,0,14257,standard
14256,Adams / Charlwood (SB),42.7012036,-83.1950694,0,14256,standard
14255,Adams / Kilburn (SB),42.7036084,-83.1951928,0,14255,standard
14254,Adams / Burlington (SB),42.7046531,-83.1952679,0,14254,standard
14253,Adams / Saratoga (SB),42.7072587,-83.1953806,0,14253,standard
14252,Adams / Dutton (SB),42.7097776,-83.1955361,0,14252,standard
14251,Dutton / Wales (EB),42.7097579,-83.2035667,0,14251,standard
14250,Dutton / Independence (EB),42.7096514,-83.2073379,0,14250,standard
14249,Dutton / Oakpointe (EB),42.7095647,-83.2106692,0,14249,standard
14248,Dutton / Durand (EB),42.7094544,-83.2143599,0,14248,standard
14247,Dutton / Thornhill (EB),42.709344,-83.2190216,0,14247,standard
14246,Dutton / Squirrel (EB),42.7093006,-83.2213336,0,14246,standard
14245,Dutton / Rochester Soccer Club (EB),42.7090878,-83.2273847,0,14245,standard
14244,Dutton / Bald Mountain NS (EB),42.7089183,-83.2330763,0,14244,standard
14243,Dutton / Interpark (EB),42.7085477,-83.2400662,0,14243,standard
14242,Dutton / Lapeer (EB),42.708599,-83.2419974,0,14242,standard
14241,Brown / Bluebird Hill (EB),42.7084177,-83.2497597,0,14241,standard
14309,Brown / Purks (WB),42.7084807,-83.258847,0,14309,standard
14239,Brown / Purks (EB),42.7082758,-83.2583803,0,14239,standard
14240,Brown / Glenmeade (EB),42.7083743,-83.2541853,0,14240,standard
14238,Brown / Giddings (EB),42.7081575,-83.2621032,0,14238,standard
14237,Giddings / 4300 (NB),42.7049606,-83.2621998,0,14237,standard
14236,Giddings / Summit (NB),42.7032497,-83.2620603,0,14236,standard
14235,Giddings / Harmon (NB),42.7003442,-83.2619369,0,14235,standard
14234,Harmon / Mino Automation (EB),42.6998396,-83.2656759,0,14234,standard
14233,Harmon / Atlantic (EB),42.6997371,-83.2694364,0,14233,standard
14232,Harmon / FEV Development Center (EB),42.699674,-83.2737708,0,14232,standard
14231,Harmon / Continental (EB),42.6996425,-83.2769197,0,14231,standard
14230,Harmon / Joslyn (EB),42.7033285,-83.2844245,0,14230,standard
14318,Harmon / Joslyn NS (WB),42.7034547,-83.2838237,0,14318,standard
14317,Harmon / Continental (WB),42.6998081,-83.2773811,0,14317,standard
14316,Harmon / Shape Process Automation (WB),42.6998199,-83.2735241,0,14316,standard
14315,Harmon / Atlantic (WB),42.699883,-83.2702035,0,14315,standard
14314,Harmon / Tectonics (WB),42.7000288,-83.265692,0,14314,standard
14313,Harmon / Giddings (WB),42.7001077,-83.2623983,0,14313,standard
14312,Giddings / Summit (SB),42.7027175,-83.2623124,0,14312,standard
14311,Giddings / SL America (SB),42.7046097,-83.2624412,0,14311,standard
14310,Giddings / Brown (SB),42.7080314,-83.2626557,0,14310,standard
14308,Brown / Glenmeade (WB),42.7086148,-83.2546413,0,14308,standard
14307,Brown / Bluebird Hill (WB),42.7086542,-83.2503176,0,14307,standard
14306,Brown / Lapeer (WB),42.7088355,-83.243081,0,14306,standard
14305,Dutton / Interpark (WB),42.7088749,-83.2406026,0,14305,standard
14304,Dutton / Bald Mountain (WB),42.7091035,-83.2329261,0,14304,standard
14303,Dutton / Rochester Soccer Club (WB),42.7092612,-83.2279158,0,14303,standard
14302,Dutton / Squirrel (WB),42.709482,-83.2219613,0,14302,standard
14301,Dutton / Middlebury (WB),42.7095174,-83.2192522,0,14301,standard
14300,Dutton / Ventura (WB),42.7096002,-83.21495,0,14300,standard
14299,Dutton / Rolling Hills (WB),42.709679,-83.2109642,0,14299,standard
14298,Dutton / Independence (WB),42.7097776,-83.2077295,0,14298,standard
14297,Dutton / Kingspointe (WB),42.7098998,-83.2035667,0,14297,standard
14296,Dutton / Adams (WB),42.710085,-83.1957024,0,14296,standard
14295,Adams / Saratoga (NB),42.7076372,-83.1951553,0,14295,standard
14294,Adams / Burlington (NB),42.7050946,-83.1950158,0,14294,standard
14292,Adams / Charlwood (NB),42.7016728,-83.1948495,0,14292,standard
14293,Adams / Kilburn (NB),42.7038883,-83.1949461,0,14293,standard
14291,Adams / Potomac (NB),42.7002417,-83.1947744,0,14291,standard
14290,Adams / Mohawk (NB),42.6968472,-83.1946135,0,14290,standard
14289,Adams / Tienken (NB),42.6945053,-83.1945276,0,14289,standard
14288,Tienken / Potomac NS (WB),42.6944383,-83.1901288,0,14288,standard
14287,Tienken / Brewster (WB),42.6945487,-83.1845069,0,14287,standard
14286,Tienken / Clopton Bridge (WB),42.6947103,-83.1792417,0,14286,standard
14285,Tienken / Grandview (WB),42.6947734,-83.1762511,0,14285,standard
14284,Tienken / Barneswood (WB),42.69501,-83.1676787,0,14284,standard
14283,Tienken / Bridgestone (WB),42.6950888,-83.1644386,0,14283,standard
14282,Tienken / Allston (WB),42.6951677,-83.1615901,0,14282,standard
14281,Tienken / Walnut Grove (WB),42.6952229,-83.1583124,0,14281,standard
14280,Tienken / Livernois (WB),42.6953293,-83.1550241,0,14280,standard
14279,Tienken / Canyon Creek (WB),42.6954121,-83.1508613,0,14279,standard
14278,Tienken / Paint Creek Trail (WB),42.6954673,-83.1477767,0,14278,standard
14277,Tienken / Cliffview (WB),42.6955265,-83.1449926,0,14277,standard
14276,Tienken / Bedford Square (WB),42.6956171,-83.141849,0,14276,standard
14275,Tienken / Tienken Ct (WB),42.6956881,-83.1385338,0,14275,standard
14274,Tienken / Rochester (WB),42.6957906,-83.1351382,0,14274,standard
14229,Rochester Hills Public Library (EB),42.6834528,-83.1309325,0,14229,standard
14052,Rochester / Albertson (SB),42.6857439,-83.1340921,0,14052,standard
14051,Rochester / Lysander (SB),42.6875381,-83.1341779,0,14051,standard
14050,Rochester / Woodward (SB),42.6887447,-83.1342316,0,14050,standard
14049,Rochester / Glendale (SB),42.6909094,-83.1343174,0,14049,standard
14048,Rochester / North (SB),42.6923328,-83.1343979,0,14048,standard
14047,Rochester / Tienken (SB),42.6953648,-83.1345534,0,14047,standard
14045,Gourmetrion Plaza (NB),42.6977639,-83.1355727,0,14045,standard
14046,Gourmetrion Plaza (SB),42.6978447,-83.1358007,0,14046,standard
14044,Rochester / Tienken (NB),42.6960784,-83.1342423,0,14044,standard
14043,Rochester / Tienken NS (NB),42.6937798,-83.1341565,0,14043,standard
14042,Rochester / Maywood (NB),42.6913747,-83.1340814,0,14042,standard
14041,Rochester / Woodward (NB),42.689206,-83.1340277,0,14041,standard
14040,Rochester / Lysander (NB),42.6877707,-83.1339687,0,14040,standard
14039,Rochester / Romeo (NB),42.686083,-83.1338775,0,14039,standard
14038,Rochester / University (NB),42.682321,-83.1336951,0,14038,standard
14067,Atwater / Beaubien (WB),42.3286145,-83.0382353,0,14067,downtown
14066,Atwater / Renaissance Center (EB),42.3281089,-83.0390936,0,14066,downtown
14068,Atwater / Renaissance Center (WB),42.328208,-83.0391526,0,14068,downtown
14065,Atwater / Bates (EB),42.3273554,-83.0419636,0,14065,downtown
14064,Atwater / Civic Center (EB),42.3254993,-83.0472636,0,14064,downtown
14063,Steve Yzerman / People Mover (SB),42.3251899,-83.0525529,0,14063,downtown
14062,Jefferson / Sixth (EB),42.3247616,-83.056367,0,14062,downtown
14061,Jefferson / Eighth (EB),42.3238057,-83.0592907,0,14061,standard
14060,Jefferson / Tenth (EB),42.3228142,-83.0618602,0,14060,standard
14059,Rosa Parks / Fort (SB),42.3221082,-83.0668169,0,14059,standard
14074,Jefferson / Tenth (WB),42.3227983,-83.062402,0,14074,standard
14073,Jefferson / Eighth (WB),42.3238018,-83.0598593,0,14073,standard
14072,Jefferson / Sixth (WB),42.3250471,-83.0569464,0,14072,downtown
14071,Steve Yzerman / People Mover (NB),42.3252415,-83.0523706,0,14071,downtown
14070,Atwater / Civic Center (WB),42.3256262,-83.0473387,0,14070,downtown
14069,Atwater / Bates NS (WB),42.3274664,-83.042028,0,14069,downtown
11175,Garfield / MISD (NB),42.6193902,-82.9530162,0,11175,standard
14227,Vinewood / Railway (SB),42.3268993,-83.093859,0,14227,standard
14226,Risdon / Grand Blvd (WB),42.3287038,-83.0937517,0,14226,standard
14151,Vinewood / Railway (NB),42.3269469,-83.0936712,0,14151,standard
14150,Toledo / Grand Blvd (WB),42.3258483,-83.0918419,0,14150,standard
14149,Grand Blvd / Jefferson (NB),42.31335,-83.0817783,0,14149,standard
14228,Grand Blvd / Fort (SB),42.3149377,-83.0836156,0,14228,standard
14056,Garfield / Dove (NB),42.6224415,-82.9531074,0,14056,standard
14133,Trumbull / Warren (SB),42.3518855,-83.0787178,0,14133,standard
14055,West End / Vanderbilt (SB),42.29458,-83.1151289,0,14055,standard
14054,West End / Melville (SB),42.2961474,-83.1163251,0,14054,standard
14053,West End / Fort (SB),42.2999604,-83.1191146,0,14053,standard
14037,West End / Melville (NB),42.2963934,-83.1163359,0,14037,standard
14036,West End / Vanderbilt (NB),42.2948102,-83.115086,0,14036,standard
14035,West End / Jefferson (NB),42.2925444,-83.1134498,0,14035,standard
14393,Eight Beech Plaza,42.4429125,-83.2972455,0,14393,standard
14392,Jefferson / Hickler (WB),42.5681029,-82.8406531,0,14392,standard
14391,Jefferson / Ponchartrain (WB),42.5700031,-82.8382391,0,14391,standard
14390,Jefferson / Clio (WB),42.571133,-82.8344679,0,14390,standard
14389,Jefferson / Hiller (WB),42.5697187,-82.8304285,0,14389,standard
14388,Jefferson / Harbor Club North (WB),42.5719271,-82.826491,0,14388,standard
14387,Jefferson / Siesta (WB),42.5731241,-82.8217113,0,14387,standard
14386,Jefferson / Baywood (WB),42.5744593,-82.8197962,0,14386,standard
14385,Jefferson / Foxcroft NS (WB),42.5762369,-82.8170818,0,14385,standard
14384,Jefferson / Prentiss NS (WB),42.577584,-82.8151184,0,14384,standard
14383,Jefferson / Mast (WB),42.5790889,-82.8128386,0,14383,standard
14382,Jefferson / Cherry (WB),42.5806018,-82.810607,0,14382,standard
14381,Jefferson / Metro Parkway (WB),42.581767,-82.8101885,0,14381,standard
14380,Jefferson / Cherry (EB),42.5808388,-82.8100866,0,14380,standard
14379,Jefferson / Mast (EB),42.5791561,-82.812404,0,14379,standard
14378,Jefferson / Seaway (EB),42.5777815,-82.8145337,0,14378,standard
14377,Jefferson / Terra Mar (EB),42.5763989,-82.8165561,0,14377,standard
14376,Jefferson / Maplehill (EB),42.5746292,-82.819249,0,14376,standard
14375,Jefferson / Siesta (EB),42.5731478,-82.8213465,0,14375,standard
14374,Jefferson / Harbor Club North (EB),42.5719745,-82.8259546,0,14374,standard
14373,Jefferson / Hiller (EB),42.5697148,-82.8299511,0,14373,standard
14372,Jefferson / Clio (EB),42.5708683,-82.8344142,0,14372,standard
14371,Jefferson / Ponchartrain (EB),42.5702046,-82.8376114,0,14371,standard
14370,Jefferson / Hickler (EB),42.5683557,-82.8400791,0,14370,standard
14369,Jefferson / Crocker (EB),42.5665779,-82.8420746,0,14369,standard
14057,Vernor / Clark (EB),42.3203293,-83.0954978,0,14057,standard
14058,Vernor / Clark (WB),42.3202559,-83.0961227,0,14058,standard
14347,Mack / Woodward (EB),42.3474992,-83.0575043,0,14347,standard
14346,Martin Luther King Jr / Cass (EB),42.3455664,-83.0604279,0,14346,standard
14345,Martin Luther King Jr / Second (EB),42.3448865,-83.062638,0,14345,standard
14344,Martin Luther King Jr / Third (EB),42.344153,-83.064926,0,14344,standard
14343,Martin Luther King Jr / Lodge (EB),42.3433243,-83.0675089,0,14343,standard
14342,Martin Luther King Jr / Gibson (EB),42.3422755,-83.0708081,0,14342,standard
14341,Martin Luther King Jr / Grand River NS (EB),42.3417422,-83.0724925,0,14341,standard
14340,Martin Luther King Jr / Cochrane (EB),42.3410583,-83.0746517,0,14340,standard
14339,Martin Luther King Jr / Rosa Parks (EB),42.3403683,-83.0768672,0,14339,standard
14338,Martin Luther King Jr / Fourteenth (EB),42.3391748,-83.0806893,0,14338,standard
14337,Martin Luther King Jr / Sixteenth (EB),42.3384948,-83.0828217,0,14337,standard
14336,Martin Luther King Jr / Eighteenth (EB),42.3376819,-83.0853108,0,14336,standard
14335,Martin Luther King Jr / Lawton (EB),42.3368333,-83.0881727,0,14335,standard
14334,Martin Luther King Jr / Jeffries NS (EB),42.3357983,-83.0914181,0,14334,standard
14333,Martin Luther King Jr / Twenty-Fourth (EB),42.3349477,-83.0940628,0,14333,standard
14332,Martin Luther King Jr / Grand Blvd (EB),42.3339286,-83.096332,0,14332,standard
14331,Clark / Kautex (NB),42.3278789,-83.1011492,0,14331,standard
14330,Clark / Ideal Contracting (NB),42.325418,-83.0993843,0,14330,standard
14329,Clark / Toledo (NB),42.3233377,-83.0979064,0,14329,standard
14328,Clark / Vernor (NB),42.3204542,-83.0958465,0,14328,standard
14368,Scotten / Toledo (SB),42.3237224,-83.0960342,0,14368,standard
14367,Toledo / Clark (EB),42.3231731,-83.0977079,0,14367,standard
14366,Clark / Ideal Contracting (SB),42.3251721,-83.099454,0,14366,standard
14365,Clark / Kautex (SB),42.3277797,-83.1013531,0,14365,standard
14364,Clark / Michigan (SB),42.3308711,-83.1026512,0,14364,standard
14363,Martin Luther King Jr / Twenty-Fourth (WB),42.3350429,-83.0945858,0,14363,standard
14362,Martin Luther King Jr / Jeffries (WB),42.3360501,-83.0915952,0,14362,standard
14361,Martin Luther King Jr / Lawton (WB),42.3369424,-83.0888727,0,14361,standard
14360,Martin Luther King Jr / Eighteenth (WB),42.3378127,-83.0859384,0,14360,standard
14359,Martin Luther King Jr / Sixteenth (WB),42.3386038,-83.0834493,0,14359,standard
14358,Martin Luther King Jr / Fourteenth (WB),42.3392997,-83.0813706,0,14358,standard
14357,Martin Luther King Jr / Rosa Parks (WB),42.340517,-83.0774599,0,14357,standard
14356,Martin Luther King Jr / Cochrane (WB),42.3412268,-83.0751747,0,14356,standard
14355,Martin Luther King Jr / Grand River (WB),42.3418414,-83.0731577,0,14355,standard
14354,Martin Luther King Jr / Gibson (WB),42.3424341,-83.0712345,0,14354,standard
14353,Martin Luther King Jr / Lodge (WB),42.3432192,-83.0687293,0,14353,standard
14352,Martin Luther King Jr / Third (WB),42.344256,-83.0654517,0,14352,standard
14351,Martin Luther King Jr / Second (WB),42.3448805,-83.0633327,0,14351,standard
14350,Martin Luther King Jr / Cass (WB),42.3455843,-83.0611146,0,14350,standard
14349,Martin Luther King Jr / Woodward (WB),42.3473952,-83.0583331,0,14349,standard
14348,Mack / John R (WB),42.3483517,-83.0562383,0,14348,standard
14320,Mt Elliott / Harper NS (NB),42.3788244,-83.0331016,0,14320,standard
14319,Mt Elliott / Grand Blvd (NB),42.3770055,-83.0318034,0,14319,standard
14327,Mt Elliott / Harper (SB),42.378769,-83.0333215,0,14327,standard
14326,Mt Elliott / Harper NS (SB),42.3799419,-83.0349523,0,14326,standard
14322,Eighteen Mile / Public Works (EB),42.5947608,-83.0355853,0,14322,standard
14321,Eighteen Mile / Sterling Innovation District (EB),42.5944488,-83.0429399,0,14321,standard
14325,Eighteen Mile / Sterling Innovation District (WB),42.5946423,-83.0434924,0,14325,standard
14324,Eighteen Mile / Public Works (WB),42.5949721,-83.0360252,0,14324,standard
14323,Eighteen Mile / Van Dyke (WB),42.5951241,-83.0316263,0,14323,standard
14225,Tireman / Scotten NS (EB),42.3555015,-83.1126747,0,14225,standard
14224,Tireman / Firwood (EB),42.3542508,-83.1160033,0,14224,standard
14223,Tireman / Beechwood (EB),42.3530892,-83.1190932,0,14223,standard
14222,Tireman / Begole (EB),42.3517691,-83.1228429,0,14222,standard
14221,Tireman / Northfield (EB),42.3518127,-83.125332,0,14221,standard
14220,Tireman / Epworth (EB),42.351884,-83.1293875,0,14220,standard
14219,Tireman / Military (EB),42.3519554,-83.1331909,0,14219,standard
14218,Tireman / Livernois (EB),42.3519911,-83.1351382,0,14218,standard
14217,Tireman / Rangoon (EB),42.3520268,-83.1380671,0,14217,standard
14216,Tireman / Wykes (EB),42.3519713,-83.1418544,0,14216,standard
14215,Tireman / Bryden (EB),42.3519039,-83.1450462,0,14215,standard
14214,Tireman / Greenlawn (EB),42.3518484,-83.1485063,0,14214,standard
14213,Tireman / Northlawn (EB),42.3517849,-83.1515318,0,14213,standard
14212,Tireman / Wisconsin (EB),42.3517374,-83.1537527,0,14212,standard
14211,Tireman / Wyoming (EB),42.351666,-83.1570303,0,14211,standard
14210,Wyoming / Belton (SB),42.3539931,-83.1577545,0,14210,standard
14209,Wyoming / Mackenzie (SB),42.3563795,-83.1578994,0,14209,standard
14208,Wyoming / Joy (SB),42.358643,-83.1580335,0,14208,standard
14207,Wyoming / Oakman (SB),42.3613266,-83.1581354,0,14207,standard
14206,Wyoming / Westfield (SB),42.3638832,-83.1582105,0,14206,standard
14205,Wyoming / Chicago (SB),42.3660235,-83.1583017,0,14205,standard
14204,Wyoming / Crocuslawn (SB),42.3682431,-83.158409,0,14204,standard
14203,Wyoming / Elmira (SB),42.371164,-83.1585485,0,14203,standard
14202,Wyoming / Plymouth (SB),42.3732685,-83.1586504,0,14202,standard
14201,Wyoming / Davison NS (SB),42.3862739,-83.1591064,0,14201,standard
14200,Wyoming / Schoolcraft (SB),42.3882986,-83.1591654,0,14200,standard
14199,Wyoming / Intervale (SB),42.3915395,-83.1592995,0,14199,standard
14198,Wyoming / Lyndon (SB),42.3950655,-83.1594282,0,14198,standard
14197,Wyoming / Eaton (SB),42.3978386,-83.1595677,0,14197,standard
14196,Wyoming / Chalfonte (SB),42.4000887,-83.1596857,0,14196,standard
14195,Wyoming / Fenkell (SB),42.4022477,-83.1597716,0,14195,standard
14194,Wyoming / EB Lodge (SB),42.4040183,-83.159852,0,14194,standard
14193,Wyoming / Midland (SB),42.4059553,-83.1599593,0,14193,standard
14192,Wyoming / Pilgrim (SB),42.4077535,-83.160013,0,14192,standard
14191,Wyoming / Puritan (SB),42.4095597,-83.1600988,0,14191,standard
14190,Wyoming / Florence (SB),42.4120391,-83.1602061,0,14190,standard
14189,Wyoming / Grove (SB),42.4143996,-83.1603241,0,14189,standard
14188,Wyoming / McNichols (SB),42.4167362,-83.160426,0,14188,standard
14187,Wyoming / Grove (NB),42.4147481,-83.1601203,0,14187,standard
14186,Wyoming / Florence (NB),42.4122767,-83.1600076,0,14186,standard
14185,Wyoming / Puritan (NB),42.4098884,-83.1599003,0,14185,standard
14184,Wyoming / Pilgrim (NB),42.4080585,-83.1598198,0,14184,standard
14183,Wyoming / WB Lodge (NB),42.4058879,-83.1597179,0,14183,standard
14182,Wyoming / EB Lodge (NB),42.4045135,-83.1596482,0,14182,standard
14181,Wyoming / Fenkell (NB),42.4027626,-83.1595784,0,14181,standard
14180,Wyoming / Chalfonte (NB),42.4004096,-83.1594712,0,14180,standard
14179,Wyoming / Eaton (NB),42.3982071,-83.1593907,0,14179,standard
14178,Wyoming / Lyndon (NB),42.3954458,-83.1592512,0,14178,standard
14177,Wyoming / Intervale (NB),42.3918208,-83.1591117,0,14177,standard
14176,Wyoming / Schoolcraft (NB),42.3887661,-83.1589669,0,14176,standard
14175,Wyoming / Davison (NB),42.3862541,-83.1588918,0,14175,standard
14174,Wyoming / Elmira (NB),42.3715722,-83.1583715,0,14174,standard
14173,Wyoming / Crocuslawn (NB),42.3685879,-83.1582159,0,14173,standard
14172,Wyoming / Chicago (NB),42.3664556,-83.1581408,0,14172,standard
14171,Wyoming / Westfield (NB),42.3641884,-83.1580496,0,14171,standard
14170,Wyoming / Oakman (NB),42.3623572,-83.157953,0,14170,standard
14169,Wyoming / Joy (NB),42.3592376,-83.157835,0,14169,standard
14168,Wyoming / Mackenzie (NB),42.3567006,-83.1577009,0,14168,standard
14167,Wyoming / Belton (NB),42.3542389,-83.1575346,0,14167,standard
14166,Wyoming / Tireman (NB),42.352003,-83.1574112,0,14166,standard
14165,Tireman / Wisconsin (WB),42.3518682,-83.1541872,0,14165,standard
14164,Tireman / Northlawn (WB),42.3518999,-83.152079,0,14164,standard
14163,Tireman / Greenlawn (WB),42.3519713,-83.1488067,0,14163,standard
14162,Tireman / Bryden (WB),42.3520426,-83.1452233,0,14162,standard
14161,Tireman / Wykes (WB),42.35211,-83.1419617,0,14161,standard
14160,Tireman / Rangoon (WB),42.3521814,-83.1385016,0,14160,standard
14159,Tireman / Livernois (WB),42.3521497,-83.1362861,0,14159,standard
14158,Tireman / Military NS (WB),42.35211,-83.1333572,0,14158,standard
14157,Tireman / Epworth (WB),42.3520585,-83.1301063,0,14157,standard
14156,Tireman / Northfield (WB),42.3519594,-83.1259221,0,14156,standard
14155,Tireman / Begole (WB),42.3519237,-83.1232184,0,14155,standard
14154,Tireman / Beechwood (WB),42.3530813,-83.1195706,0,14154,standard
14153,Tireman / Firwood (WB),42.3543419,-83.1161642,0,14153,standard
14152,Tireman / Scotten (WB),42.3556184,-83.1127417,0,14152,standard
13938,Caniff / Ellery (WB),42.403642,-83.0496562,0,13938,standard
13937,Caniff / Buffalo (WB),42.404454,-83.047505,0,13937,standard
13936,Mt Elliott / Brockton (NB),42.4018515,-83.0377686,0,13936,standard
13935,Mt Elliott / Norwood (NB),42.3999065,-83.0375487,0,13935,standard
13934,Mt Elliott / Huber (NB),42.3976723,-83.0375004,0,13934,standard
13933,Mt Elliott / Rugg (NB),42.3953191,-83.0374146,0,13933,standard
13932,Mt Elliott / Georgia (NB),42.3935363,-83.0373234,0,13932,standard
13931,Georgia / Sherwood (WB),42.3936234,-83.0322111,0,13931,standard
13930,Georgia / Carrie (WB),42.3936551,-83.0292767,0,13930,standard
13929,St Cyril / Marcus (SB),42.3959727,-83.0269003,0,13929,standard
13928,St Cyril / Huber (SB),42.3975138,-83.0264604,0,13928,standard
13927,St Cyril / Marjorie (SB),42.3993955,-83.0254841,0,13927,standard
13926,Grinnell / Van Dyke NS (WB),42.4010117,-83.0223835,0,13926,standard
13925,Grinnell / Erwin (WB),42.4009919,-83.0180061,0,13925,standard
13924,Grinnell / McClellan (WB),42.4011464,-83.0133122,0,13924,standard
13923,Grinnell / Raymond (WB),42.4013088,-83.0088008,0,13923,standard
13922,Grinnell / Grace (WB),42.4014356,-83.0042142,0,13922,standard
13921,French / Gratiot (NB),42.400679,-83.00062,0,13921,standard
13920,Grinnell / Grace (EB),42.4013168,-83.0038387,0,13920,standard
13919,Grinnell / Raymond (EB),42.4011742,-83.0083823,0,13919,standard
13918,Grinnell / McClellan (EB),42.4010197,-83.0129099,0,13918,standard
13917,Grinnell / Erwin (EB),42.400881,-83.0174482,0,13917,standard
13916,Grinnell / Van Dyke (EB),42.400881,-83.0227268,0,13916,standard
13915,St Cyril / Marjorie (NB),42.3996609,-83.0249637,0,13915,standard
13914,St Cyril / Huber (NB),42.3978347,-83.0262137,0,13914,standard
