route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
G,NormalMonFri,G-1,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-2,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-3,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-4,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-5,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-6,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-7,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-8,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-9,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-10,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-11,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-12,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-13,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-14,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-15,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-16,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-17,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-18,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-19,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-20,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-21,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-22,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-23,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-24,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-25,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-26,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-27,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-28,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-29,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-30,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-31,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-32,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-33,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-34,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-35,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-36,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-37,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-38,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-39,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-40,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-41,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-42,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-43,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-44,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-45,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-46,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-47,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-48,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-49,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-50,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-51,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-52,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-53,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-54,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-55,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-56,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-57,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-58,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-59,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-60,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-61,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-62,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-63,Chesterfield Meijer,0,GL_N
G,NormalMonFri,G-64,Chesterfield Meijer,0,GL_N
