route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
605X,NormalMonFriNoPH,605X-1,Shelby Township Amazon,0,605X_N
605X,NormalMonFriNoPH,605X-2,Shelby Township Amazon,0,605X_N
605X,NormalMonFriNoPH,605X-3,Shelby Township Amazon,0,605X_N
605X,NormalMonFriNoPH,605X-4,Shelby Township Amazon,0,605X_N
605X,NormalMonFriNoPH,605X-5,Shelby Township Amazon,0,605X_N
605X,NormalMonFriNoPH,605X-6,Shelby Township Amazon,0,605X_N
605X,NormalMonFriNoPH,605X-7,Shelby Township Amazon,0,605X_N
605X,NormalMonFriNoPH,605X-8,Shelby Township Amazon,0,605X_N
605X,NormalMonFriNoPH,605X-9,Shelby Township Amazon,0,605X_N
605X,NormalMonFriNoPH,605X-10,Shelby Township Amazon,0,605X_N
605X,NormalMonFriNoPH,605X-11,Shelby Township Amazon,0,605X_N
605X,NormalMonFriNoPH,605X-12,Shelby Township Amazon,0,605X_N
605X,PreHoliday,605X-13,Shelby Township Amazon,0,605X_N
605X,PreHoliday,605X-14,Shelby Township Amazon,0,605X_N
605X,PreHoliday,605X-15,Shelby Township Amazon,0,605X_N
605X,PreHoliday,605X-16,Shelby Township Amazon,0,605X_N
605X,PreHoliday,605X-17,Shelby Township Amazon,0,605X_N
605X,PreHoliday,605X-18,Shelby Township Amazon,0,605X_N
605X,PreHoliday,605X-19,Shelby Township Amazon,0,605X_N
605X,PreHoliday,605X-20,Rosa Parks Nexus,1,605X_S
605X,PreHoliday,605X-21,Rosa Parks Nexus,1,605X_S
605X,PreHoliday,605X-22,Rosa Parks Nexus,1,605X_S
605X,PreHoliday,605X-23,Rosa Parks Nexus,1,605X_S
605X,PreHoliday,605X-24,Rosa Parks Nexus,1,605X_S
605X,PreHoliday,605X-25,Rosa Parks Nexus,1,605X_S
605X,PreHoliday,605X-26,Rosa Parks Nexus,1,605X_S
