route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
605L,MonFriToMonSat,605-1,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-2,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-3,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-4,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-5,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-6,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-7,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-8,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-9,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-10,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-11,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-12,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-13,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-14,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-15,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-16,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-17,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-18,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-19,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-20,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-21,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-22,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-23,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-24,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-25,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-26,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-27,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-28,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-29,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-30,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-31,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-32,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-33,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-34,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-35,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-36,Shelby Township Amazon,0,605A_N
605L,MonFriToMonSat,605-37,Lakeside Mall,0,605L_N
605W,MonFriToMonSat,605-38,Shelby Township Walmart,0,605W_N
605A,MonFriToMonSat,605-39,Shelby Township Amazon,0,605A_N
