trip_id,stop_id,arrival_time,departure_time,stop_sequence,pickup_type,drop_off_type,shape_dist_traveled,timepoint
912-1,94,08:00:00,08:00:00,1,0,0,0.0,1
912-1,10136,08:01:57,08:01:57,23,0,0,560.6746900113678,0
912-1,10137,08:04:45,08:04:45,60,0,0,1518.9917308316797,0
912-1,10138,08:10:58,08:10:58,185,0,0,5577.114166544041,0
912-1,10139,08:14:00,08:14:00,225,0,0,7018.17667890542,1
912-1,11790,08:16:26,08:16:26,250,0,0,8284.8117356244,0
912-1,11791,08:18:04,08:18:04,277,0,0,9501.94970583135,0
912-1,11792,08:19:56,08:19:56,303,0,0,10898.92920830303,0
912-1,11793,08:21:27,08:21:27,328,0,0,13015.761896520702,0
912-1,11794,08:22:48,08:22:48,346,0,0,14933.121386395907,0
912-1,11795,08:24:01,08:24:01,360,0,0,16213.960566477645,0
912-1,11796,08:25:36,08:25:36,386,0,0,18334.897510523595,0
912-1,11797,08:27:00,08:27:00,408,0,0,20261.188811528024,1
912-1,11798,08:28:45,08:28:45,441,0,0,21968.90795004873,0
912-1,11799,08:30:33,08:30:33,478,0,0,23859.749860247637,0
912-1,11800,08:31:36,08:31:36,490,0,0,24735.76057185119,0
912-1,9807,08:33:12,08:33:12,528,0,0,26444.971516085905,0
912-1,4563,08:35:00,08:35:00,542,0,0,27385.350754347404,1
912-1,4775,08:37:46,08:37:46,584,0,0,28434.028678836683,0
912-1,4781,08:41:03,08:41:03,653,0,0,30512.29673567308,0
912-1,4783,08:42:19,08:42:19,674,0,0,31689.528200061966,0
912-1,4785,08:43:40,08:43:40,712,0,0,33288.57720101777,0
912-1,2446,08:47:00,08:47:00,761,0,0,34986.60302497136,1
912-1,4792,08:50:44,08:50:44,824,0,0,38297.52622484141,0
912-1,4797,08:52:05,08:52:05,850,0,0,39913.39115869771,0
912-1,4961,08:54:00,08:54:00,901,0,0,42143.98700386195,1
912-2,94,09:00:00,09:00:00,1,0,0,0.0,1
912-2,10136,09:01:57,09:01:57,23,0,0,560.6746900113678,0
912-2,10137,09:04:45,09:04:45,60,0,0,1518.9917308316797,0
912-2,10138,09:10:58,09:10:58,185,0,0,5577.114166544041,0
912-2,10139,09:14:00,09:14:00,225,0,0,7018.17667890542,1
912-2,11790,09:16:26,09:16:26,250,0,0,8284.8117356244,0
912-2,11791,09:18:04,09:18:04,277,0,0,9501.94970583135,0
912-2,11792,09:19:56,09:19:56,303,0,0,10898.92920830303,0
912-2,11793,09:21:27,09:21:27,328,0,0,13015.761896520702,0
912-2,11794,09:22:48,09:22:48,346,0,0,14933.121386395907,0
912-2,11795,09:24:01,09:24:01,360,0,0,16213.960566477645,0
912-2,11796,09:25:36,09:25:36,386,0,0,18334.897510523595,0
912-2,11797,09:27:00,09:27:00,408,0,0,20261.188811528024,1
912-2,11798,09:28:45,09:28:45,441,0,0,21968.90795004873,0
912-2,11799,09:30:33,09:30:33,478,0,0,23859.749860247637,0
912-2,11800,09:31:36,09:31:36,490,0,0,24735.76057185119,0
912-2,9807,09:33:12,09:33:12,528,0,0,26444.971516085905,0
912-2,4563,09:35:00,09:35:00,542,0,0,27385.350754347404,1
912-2,4775,09:37:46,09:37:46,584,0,0,28434.028678836683,0
912-2,4781,09:41:03,09:41:03,653,0,0,30512.29673567308,0
912-2,4783,09:42:19,09:42:19,674,0,0,31689.528200061966,0
912-2,4785,09:43:40,09:43:40,712,0,0,33288.57720101777,0
912-2,2446,09:47:00,09:47:00,761,0,0,34986.60302497136,1
912-2,4792,09:50:44,09:50:44,824,0,0,38297.52622484141,0
912-2,4797,09:52:05,09:52:05,850,0,0,39913.39115869771,0
912-2,4961,09:54:00,09:54:00,901,0,0,42143.98700386195,1
912-3,94,10:00:00,10:00:00,1,0,0,0.0,1
912-3,10136,10:01:57,10:01:57,23,0,0,560.6746900113678,0
912-3,10137,10:04:45,10:04:45,60,0,0,1518.9917308316797,0
912-3,10138,10:10:58,10:10:58,185,0,0,5577.114166544041,0
912-3,10139,10:14:00,10:14:00,225,0,0,7018.17667890542,1
912-3,11790,10:16:26,10:16:26,250,0,0,8284.8117356244,0
912-3,11791,10:18:04,10:18:04,277,0,0,9501.94970583135,0
912-3,11792,10:19:56,10:19:56,303,0,0,10898.92920830303,0
912-3,11793,10:21:27,10:21:27,328,0,0,13015.761896520702,0
912-3,11794,10:22:48,10:22:48,346,0,0,14933.121386395907,0
912-3,11795,10:24:01,10:24:01,360,0,0,16213.960566477645,0
912-3,11796,10:25:36,10:25:36,386,0,0,18334.897510523595,0
912-3,11797,10:27:00,10:27:00,408,0,0,20261.188811528024,1
912-3,11798,10:28:45,10:28:45,441,0,0,21968.90795004873,0
912-3,11799,10:30:33,10:30:33,478,0,0,23859.749860247637,0
912-3,11800,10:31:36,10:31:36,490,0,0,24735.76057185119,0
912-3,9807,10:33:12,10:33:12,528,0,0,26444.971516085905,0
912-3,4563,10:35:00,10:35:00,542,0,0,27385.350754347404,1
912-3,4775,10:37:46,10:37:46,584,0,0,28434.028678836683,0
912-3,4781,10:41:03,10:41:03,653,0,0,30512.29673567308,0
912-3,4783,10:42:19,10:42:19,674,0,0,31689.528200061966,0
912-3,4785,10:43:40,10:43:40,712,0,0,33288.57720101777,0
912-3,2446,10:47:00,10:47:00,761,0,0,34986.60302497136,1
912-3,4792,10:50:44,10:50:44,824,0,0,38297.52622484141,0
912-3,4797,10:52:05,10:52:05,850,0,0,39913.39115869771,0
912-3,4961,10:54:00,10:54:00,901,0,0,42143.98700386195,1
912-4,94,11:00:00,11:00:00,1,0,0,0.0,1
912-4,10136,11:01:57,11:01:57,23,0,0,560.6746900113678,0
912-4,10137,11:04:45,11:04:45,60,0,0,1518.9917308316797,0
912-4,10138,11:10:58,11:10:58,185,0,0,5577.114166544041,0
912-4,10139,11:14:00,11:14:00,225,0,0,7018.17667890542,1
912-4,11790,11:16:26,11:16:26,250,0,0,8284.8117356244,0
912-4,11791,11:18:04,11:18:04,277,0,0,9501.94970583135,0
912-4,11792,11:19:56,11:19:56,303,0,0,10898.92920830303,0
912-4,11793,11:21:27,11:21:27,328,0,0,13015.761896520702,0
912-4,11794,11:22:48,11:22:48,346,0,0,14933.121386395907,0
912-4,11795,11:24:01,11:24:01,360,0,0,16213.960566477645,0
912-4,11796,11:25:36,11:25:36,386,0,0,18334.897510523595,0
912-4,11797,11:27:00,11:27:00,408,0,0,20261.188811528024,1
912-4,11798,11:28:45,11:28:45,441,0,0,21968.90795004873,0
